entryDate,no2_conc,o3_conc,pm25_conc,pm10_conc,temp,RH,dewpoint,SiteName
6/14/21 1:00,25.2,13.03,9.24,15.51,30.85,88.3,28.7,Hines_RecordCrossing
6/14/21 1:00,17.75,21.3,8.79,13.08,31.62,78.3,27.4,Inwood_UTSW
6/14/21 2:00,3.54,29.08,28.22,60.46,31.71,81.6,28.2,Hines_MedicalDistrictDrive
6/14/21 2:00,24.25,9.87,9.24,15.88,30.05,91,28.4,Hines_RecordCrossing
6/14/21 2:00,17.53,17.13,8.61,13.67,30.9,82.3,27.5,Inwood_UTSW
6/14/21 3:00,2.28,29.33,29.13,58.33,31.28,84.6,28.4,Hines_MedicalDistrictDrive
6/14/21 3:00,17.65,13.38,8.56,14.49,29.7,92.4,28.3,Hines_RecordCrossing
6/14/21 3:00,12.68,20.89,7.57,11.83,30.13,87.2,27.8,Inwood_UTSW
6/14/21 4:00,0.16,25.46,28.99,57.3,30.15,93.7,29,Hines_MedicalDistrictDrive
6/14/21 4:00,21.65,7.96,9.07,14.24,29.33,95.7,28.6,Hines_RecordCrossing
6/14/21 4:00,14.1,17.78,7.95,12.01,29.5,92.7,28.2,Inwood_UTSW
6/14/21 5:00,0,23.85,25.64,53.22,29.61,98.2,29.3,Hines_MedicalDistrictDrive
6/14/21 5:00,12.01,7.94,8.07,11.05,28.9,98.7,28.7,Hines_RecordCrossing
6/14/21 5:00,14.32,12.87,7.44,10.24,29.08,95.2,28.2,Inwood_UTSW
6/14/21 6:00,0,24.27,24.91,52.31,29,99.4,28.9,Hines_MedicalDistrictDrive
6/14/21 6:00,11.2,7.42,8.17,11.14,28.47,99.6,28.4,Hines_RecordCrossing
6/14/21 6:00,12.05,12.86,7.47,10.15,28.6,95.8,27.9,Inwood_UTSW
6/14/21 7:00,0,24.67,25.46,52.15,29.6,98.5,29.3,Hines_MedicalDistrictDrive
6/14/21 7:00,12.36,6.29,7.5,9.31,28.59,99.9,28.6,Hines_RecordCrossing
6/14/21 7:00,10.6,14.96,7.97,10.27,28.6,96.5,28,Inwood_UTSW
6/14/21 8:00,0,23.46,27.29,53.24,29.94,98.2,29.6,Hines_MedicalDistrictDrive
6/14/21 8:00,11.87,5.87,8.22,10.83,29.28,99.4,29.2,Hines_RecordCrossing
6/14/21 8:00,14.23,11,8.63,11.19,29.41,95.4,28.6,Inwood_UTSW
6/14/21 9:00,0.91,25.14,34.63,57.91,33.77,86.3,31.2,Hines_MedicalDistrictDrive
6/14/21 9:00,18.12,9.65,11.95,17.75,32.73,91.2,31.1,Hines_RecordCrossing
6/14/21 9:00,17.15,12.24,12.49,14.67,33.18,83.2,30,Inwood_UTSW
6/14/21 10:00,13.96,31.9,47.38,67.5,34.84,79.2,30.7,Hines_MedicalDistrictDrive
6/14/21 10:00,36.66,18.28,19.21,31.06,35.16,79.9,31.2,Hines_RecordCrossing
6/14/21 10:00,19.66,23.63,18.02,20.1,35.69,72,29.9,Inwood_UTSW
6/14/21 11:00,27.2,43.5,51.59,68.5,36.42,71.1,30.3,Hines_MedicalDistrictDrive
6/14/21 11:00,51.09,30.95,23.27,38.72,37.41,70.4,31.1,Hines_RecordCrossing
6/14/21 11:00,12.75,45.54,19.34,21.16,37.61,64.7,29.8,Inwood_UTSW
6/14/21 12:00,26.63,47.52,53.37,68.77,36.97,72.5,31.2,Hines_MedicalDistrictDrive
6/14/21 12:00,52.56,35.07,24.85,40.39,36.78,71.8,30.9,Hines_RecordCrossing
6/14/21 12:00,13.56,49.23,20.77,22.14,36.47,67.3,29.4,Inwood_UTSW
6/14/21 13:00,23.23,44.73,50.34,67.8,35.53,71,29.5,Hines_MedicalDistrictDrive
6/14/21 13:00,46.22,32.97,22.69,37.5,35.41,70.5,29.2,Hines_RecordCrossing
6/14/21 13:00,10.26,49.24,19.52,20.97,35.71,66.2,28.4,Inwood_UTSW
6/14/21 14:00,23.73,45.84,46.24,65.32,36.01,67.4,29,Hines_MedicalDistrictDrive
6/14/21 14:00,44.62,33.5,20.46,34.07,37.73,60.9,28.9,Hines_RecordCrossing
6/14/21 14:00,11.78,48.04,17.27,19.13,38.83,55.7,28.4,Inwood_UTSW
6/14/21 15:00,23.07,46.75,43.92,64.39,38.23,60.3,29.2,Hines_MedicalDistrictDrive
6/14/21 15:00,45.94,33.72,19.46,31.66,37.35,61.2,28.6,Hines_RecordCrossing
6/14/21 15:00,10.92,50.63,15.86,18.57,37.92,56.6,27.8,Inwood_UTSW
6/14/21 16:00,23.02,44.75,40.68,62.16,37.15,56.2,27,Hines_MedicalDistrictDrive
6/14/21 16:00,41.11,33.49,17.77,27.9,36.55,54.8,26,Hines_RecordCrossing
6/14/21 16:00,9.87,48.29,14.52,16.64,36.1,51.6,24.6,Inwood_UTSW
6/14/21 17:00,21.53,46.68,35.74,61.08,36.97,58.2,27.4,Hines_MedicalDistrictDrive
6/14/21 17:00,45.94,34.45,13.91,22.17,36.85,58.4,27.4,Hines_RecordCrossing
6/14/21 17:00,9.4,49.6,11.34,13.91,36.32,54.7,25.7,Inwood_UTSW
6/14/21 18:00,17.57,46.21,37.59,60.54,37.81,56.6,27.7,Hines_MedicalDistrictDrive
6/14/21 18:00,40.38,33.34,15.81,24.62,38.27,56.4,28.1,Hines_RecordCrossing
6/14/21 18:00,8.44,47.69,13.05,15.3,37.04,53.1,25.9,Inwood_UTSW
6/14/21 19:00,15.95,45.96,32.39,57.82,35.15,61.6,26.7,Hines_MedicalDistrictDrive
6/14/21 19:00,8.44,46.93,10.47,13.64,35.62,57,25.8,Inwood_UTSW
6/14/21 21:00,7.24,42.23,29.06,57.48,33.2,64.1,25.5,Hines_MedicalDistrictDrive
6/15/21 0:00,1.45,35.18,21.35,55.65,30.65,74.5,25.6,Hines_MedicalDistrictDrive
6/15/21 0:00,16.59,22.1,6.28,11.51,29.9,75.8,25.2,Hines_RecordCrossing
6/15/21 2:00,0,34.72,19.38,53.22,29.1,80.2,25.3,Hines_MedicalDistrictDrive
6/15/21 2:00,9.21,21.21,5.29,9.1,28.57,81.9,25.2,Hines_RecordCrossing
6/15/21 2:00,6.82,30.33,4.05,8.84,28.7,76.6,24.2,Inwood_UTSW
6/15/21 3:00,0,35.07,19.26,52.52,28.6,83.1,25.4,Hines_MedicalDistrictDrive
6/15/21 8:00,11.06,21.39,26.01,60.9,30.38,80.4,26.6,Hines_MedicalDistrictDrive
6/15/21 8:00,33.03,3.35,7.97,21.48,30.1,84.5,27.2,Hines_RecordCrossing
6/15/21 8:00,28.76,4.98,7.02,12.62,30.85,74.4,25.8,Inwood_UTSW
6/15/21 9:00,16.47,32.27,25.89,60.04,32.1,71.1,26.2,Hines_MedicalDistrictDrive
6/15/21 9:00,44.08,12.91,10.03,23.06,31.9,73.7,26.6,Hines_RecordCrossing
6/15/21 9:00,24.54,20.55,7.47,13.74,32.01,67.6,25.3,Inwood_UTSW
6/15/21 10:00,23.2,44.94,27.01,58.55,33.08,68.2,26.4,Hines_MedicalDistrictDrive
6/15/21 10:00,43.76,32.6,10.86,18.18,33.98,67.6,27.1,Hines_RecordCrossing
6/15/21 10:00,11.5,46.58,8.11,11.85,33.99,61.1,25.4,Inwood_UTSW
6/15/21 11:00,35.11,50.43,31.25,57.91,36.16,59.2,26.9,Hines_MedicalDistrictDrive
6/15/21 11:00,51.17,37.37,14.14,22.06,34.7,62.8,26.6,Hines_RecordCrossing
6/15/21 11:00,9.5,55.66,10.55,13.02,35.92,55.2,25.5,Inwood_UTSW
6/15/21 12:00,41.98,54.78,32.9,58.75,35.38,58.4,26,Hines_MedicalDistrictDrive
6/15/21 12:00,54.58,42.43,15.54,23.66,34.79,62.5,26.6,Hines_RecordCrossing
6/15/21 12:00,10.66,61.1,12.34,14.54,36.34,54.6,25.7,Inwood_UTSW
6/15/21 13:00,39.3,54.86,32.4,57.97,35.46,56.7,25.6,Hines_MedicalDistrictDrive
6/15/21 13:00,59.93,42.41,14.67,22.37,35.81,54.9,25.3,Hines_RecordCrossing
6/15/21 13:00,9.51,60.93,10.89,12.73,36.13,48.6,23.6,Inwood_UTSW
6/15/21 14:00,35.81,52.79,28.5,55.65,37.5,50.9,25.6,Hines_MedicalDistrictDrive
6/15/21 14:00,53.83,40.91,11.53,16.58,37.2,51.6,25.6,Hines_RecordCrossing
6/15/21 14:00,6.37,59.82,8.5,10.5,36.72,49.1,24.3,Inwood_UTSW
6/15/21 15:00,30.04,53.82,26.36,54.21,38.07,46.2,24.5,Hines_MedicalDistrictDrive
6/15/21 15:00,56.78,41.63,11.8,17.1,37.55,49.1,25,Hines_RecordCrossing
6/15/21 15:00,6.19,61.51,8.69,10.88,38.15,42,23,Inwood_UTSW
6/15/21 16:00,34.51,56.92,27.35,54.96,37.19,50.2,25.1,Hines_MedicalDistrictDrive
6/15/21 16:00,60.83,44.39,12.29,18.29,37.58,49.3,25.1,Hines_RecordCrossing
6/15/21 16:00,4.66,65.7,9.25,11.47,38.58,43.3,23.9,Inwood_UTSW
6/15/21 17:00,60.87,43.49,13.04,19.47,37.98,50.2,25.8,Hines_RecordCrossing
6/15/21 17:00,4.61,66.88,9.85,11.9,37.72,45.6,24,Inwood_UTSW
6/15/21 18:00,56.87,43.87,14.06,21.76,37.86,51.3,26.1,Hines_RecordCrossing
6/15/21 18:00,3.96,66.91,11.21,12.71,36.93,47.3,23.9,Inwood_UTSW
6/15/21 19:00,29.23,55.47,29.86,56.68,35.86,53.5,24.9,Hines_MedicalDistrictDrive
6/15/21 19:00,44.64,44.1,12.54,19.5,35.21,55.1,24.8,Hines_RecordCrossing
6/15/21 19:00,4.19,64.34,9.84,11.62,36.61,47.2,23.6,Inwood_UTSW
6/15/21 20:00,38.9,54.48,27.56,55.89,34.78,55.8,24.7,Hines_MedicalDistrictDrive
6/15/21 20:00,31.86,44.54,11.5,17.44,33.72,57.8,24.2,Hines_RecordCrossing
6/15/21 20:00,2.95,61.73,8.7,11.04,35.33,49.3,23.1,Inwood_UTSW
6/15/21 21:00,19.75,50.54,26.12,55.45,33.4,58.6,24.2,Hines_MedicalDistrictDrive
6/15/21 21:00,26.93,39.81,10.61,18.42,32.8,59.6,23.9,Hines_RecordCrossing
6/15/21 21:00,3.47,55.02,8.2,11,32.77,55.1,22.6,Inwood_UTSW
6/15/21 22:00,15,43.85,23.3,54.26,32.5,57.9,23.2,Hines_MedicalDistrictDrive
6/15/21 22:00,25.7,32.52,8.5,12.55,32.09,58.3,22.9,Hines_RecordCrossing
6/15/21 22:00,5.6,46.4,6.31,9.38,31.8,53.7,21.3,Inwood_UTSW
6/15/21 23:00,11.18,39.77,25.73,55.76,31.78,64.4,24.2,Hines_MedicalDistrictDrive
6/15/21 23:00,25.43,28.47,9.09,13.35,31.19,65.1,23.8,Hines_RecordCrossing
6/15/21 23:00,9.62,36.71,7.73,11.49,30.86,62,22.7,Inwood_UTSW
6/16/21 0:00,17.42,27.68,31.85,63,30.49,71,24.6,Hines_MedicalDistrictDrive
6/16/21 0:00,42.63,7.57,13.71,29.84,29.9,72.6,24.4,Hines_RecordCrossing
6/16/21 0:00,27.22,11.46,11.55,18.38,29.8,69.7,23.7,Inwood_UTSW
6/16/21 1:00,8.66,36.55,31.58,59.81,29.62,75.9,24.9,Hines_MedicalDistrictDrive
6/16/21 1:00,26.67,19.58,12.66,22.18,29.22,77.4,24.8,Hines_RecordCrossing
6/16/21 1:00,21.26,18.24,11.77,17.75,28.91,75.1,24,Inwood_UTSW
6/16/21 2:00,9.41,33.06,31.15,58.43,29.08,78.7,25,Hines_MedicalDistrictDrive
6/16/21 2:00,23.55,20.13,12.56,22.22,27.85,86,25.3,Hines_RecordCrossing
6/16/21 2:00,19.87,17.57,12.2,17.34,28.21,78.2,24,Inwood_UTSW
6/16/21 3:00,5.27,37.74,16.62,30.1,28.7,81,25.1,Hines_MedicalDistrictDrive
6/16/21 3:00,19,17.28,11.33,19.06,27.25,88.9,25.3,Hines_RecordCrossing
6/16/21 3:00,14.16,22.73,11,14.43,27.68,81.6,24.2,Inwood_UTSW
6/16/21 4:00,7.78,31.32,17.63,31.85,28.4,82.2,25.1,Hines_MedicalDistrictDrive
6/16/21 4:00,20.63,13.8,11.07,15.93,26.61,91.1,25,Hines_RecordCrossing
6/16/21 4:00,18.03,14.45,10.9,14.81,26.8,86.1,24.3,Inwood_UTSW
6/16/21 5:00,8.76,24.87,32.97,61.13,27.56,86.3,25.1,Hines_MedicalDistrictDrive
6/16/21 5:00,33.48,6.76,11.59,17.11,25.98,92.9,24.7,Hines_RecordCrossing
6/16/21 5:00,28.2,2.57,12.76,32.75,25.9,91.4,24.4,Inwood_UTSW
6/16/21 6:00,3.66,23.77,31.65,58.19,27,90.4,25.3,Hines_MedicalDistrictDrive
6/16/21 6:00,22.17,7.2,11.17,16.01,26,93.1,24.8,Hines_RecordCrossing
6/16/21 6:00,25.76,3.1,10.81,18.1,26.1,91.5,24.6,Inwood_UTSW
6/16/21 7:00,9.91,15.17,34.09,62.84,29.1,88,26.9,Hines_MedicalDistrictDrive
6/16/21 7:00,29.87,1.92,11.54,20.11,26.4,95.2,25.6,Hines_RecordCrossing
6/16/21 7:00,28.1,0.64,10.99,15.63,26.5,91.7,25,Inwood_UTSW
6/16/21 8:00,18.28,22.03,38.14,65.17,31.86,73.1,26.4,Hines_MedicalDistrictDrive
6/16/21 8:00,41.47,1.17,13.55,23.04,29.51,84.5,26.6,Hines_RecordCrossing
6/16/21 8:00,31.86,0.99,14.41,20.55,30.22,74.5,25.2,Inwood_UTSW
6/16/21 9:00,32.61,24.9,43.29,70.47,31.7,72.8,26.2,Hines_MedicalDistrictDrive
6/16/21 9:00,56.41,8.1,18.21,31.25,30.74,75,25.8,Hines_RecordCrossing
6/16/21 9:00,30.21,14.51,16.31,21.48,31.07,70.4,25,Inwood_UTSW
6/16/21 10:00,39.1,41.82,40.01,68.65,34.38,62.6,26.2,Hines_MedicalDistrictDrive
6/16/21 10:00,61.11,27.26,18.66,33.03,33.36,66.2,26.2,Hines_RecordCrossing
6/16/21 10:00,20.9,39.71,16.18,20.69,33.72,61,25.2,Inwood_UTSW
6/16/21 11:00,48.51,54.9,32.69,61.41,35.19,55.9,25.1,Hines_MedicalDistrictDrive
6/16/21 11:00,70.9,43.93,16.18,26.18,35.54,56.9,25.7,Hines_RecordCrossing
6/16/21 11:00,11.39,64.54,11.9,14.2,35.02,51.8,23.6,Inwood_UTSW
6/16/21 12:00,54.03,61.81,31.94,60.67,36.49,50.6,24.6,Hines_MedicalDistrictDrive
6/16/21 12:00,79.44,50.96,14.95,23.48,34.72,56.8,24.9,Hines_RecordCrossing
6/16/21 12:00,9.9,74.3,10.93,13.68,35.35,49.9,23.3,Inwood_UTSW
6/16/21 13:00,55.95,67.02,28.35,57.67,36.36,50.6,24.5,Hines_MedicalDistrictDrive
6/16/21 13:00,81.72,53.27,12.93,20.48,36.8,49,24.3,Hines_RecordCrossing
6/16/21 13:00,7.82,80.12,9.4,12.59,38.03,42.3,23,Inwood_UTSW
6/16/21 14:00,64.33,71.45,30.41,60.21,37.74,48.8,25.1,Hines_MedicalDistrictDrive
6/16/21 14:00,96.48,56.41,13.98,22.63,36.8,48.9,24.3,Hines_RecordCrossing
6/16/21 14:00,5.39,91.79,10.37,13.58,36.43,44.1,22.3,Inwood_UTSW
6/16/21 15:00,64.82,71.04,28.87,58.84,38.12,44,23.7,Hines_MedicalDistrictDrive
6/16/21 15:00,93.48,56.51,12.62,20.82,36.85,45.5,23.1,Hines_RecordCrossing
6/16/21 15:00,4.78,89.72,8.96,12.14,37.03,41.6,21.8,Inwood_UTSW
6/16/21 16:00,68.22,62.3,28.4,59.81,38.38,44.6,24.2,Hines_MedicalDistrictDrive
6/16/21 16:00,89.66,56.33,11.38,18.97,38.18,44.3,23.9,Hines_RecordCrossing
6/16/21 16:00,5.67,87.48,8.64,12.02,38.31,39.5,22.1,Inwood_UTSW
6/16/21 17:00,61.99,64.69,25.97,57.52,38.71,43,23.9,Hines_MedicalDistrictDrive
6/16/21 17:00,86.79,55.92,10.19,16.57,38.3,43.1,23.6,Hines_RecordCrossing
6/16/21 17:00,3.4,87.67,7.41,10.9,38.05,38.2,21.3,Inwood_UTSW
6/16/21 18:00,53.88,65.12,27.28,56.6,38.15,49.1,25.6,Hines_MedicalDistrictDrive
6/16/21 18:00,83.03,55.86,11.46,18.2,39.31,47.5,26.1,Hines_RecordCrossing
6/16/21 18:00,2,87.6,8.53,11.8,39.3,41.3,23.8,Inwood_UTSW
6/16/21 19:00,39.62,60.73,26.74,55.59,36.2,52.7,25,Hines_MedicalDistrictDrive
6/16/21 19:00,60.35,49.44,11.53,18.35,35.4,53.9,24.6,Hines_RecordCrossing
6/16/21 19:00,4.33,75.43,8.31,11.41,38.67,42.7,23.7,Inwood_UTSW
6/16/21 20:00,28.83,53.53,23.44,54.16,34.66,57.5,25,Hines_MedicalDistrictDrive
6/16/21 20:00,46.58,41.35,9.44,15.41,33.94,59.2,24.8,Hines_RecordCrossing
6/16/21 20:00,4.89,64.08,6.26,9.75,36.17,49.1,23.8,Inwood_UTSW
6/16/21 21:00,17.93,48.26,24.25,55.06,33.28,64.5,25.7,Hines_MedicalDistrictDrive
6/16/21 21:00,31.86,35.67,8.97,17.29,32.72,65.5,25.4,Hines_RecordCrossing
6/16/21 21:00,7.72,47.56,6.47,11.11,33.25,59.4,24.3,Inwood_UTSW
6/16/21 22:00,16.83,41.58,33.33,66.14,32.55,66.9,25.6,Hines_MedicalDistrictDrive
6/16/21 22:00,27.3,28.6,10.91,21.13,31.8,70.2,25.7,Hines_RecordCrossing
6/16/21 22:00,11.51,36.89,9.77,18.28,32.1,63.8,24.4,Inwood_UTSW
6/16/21 23:00,21.23,38.01,31.81,64.65,31.89,67.3,25.1,Hines_MedicalDistrictDrive
6/16/21 23:00,30.16,26,12.78,23.82,31.11,71.1,25.2,Hines_RecordCrossing
6/16/21 23:00,13.35,33.99,9.83,14.03,31.4,64.7,24,Inwood_UTSW
6/17/21 0:00,19.86,35.06,34.18,62.72,31,71.7,25.3,Hines_MedicalDistrictDrive
6/17/21 0:00,29.64,22.49,15.45,25.62,29.8,75.7,25.1,Hines_RecordCrossing
6/17/21 0:00,12.55,35.04,11.78,14.75,30.36,69.8,24.2,Inwood_UTSW
6/17/21 1:00,12.82,31.64,33.79,61.93,30.3,74.6,25.3,Hines_MedicalDistrictDrive
6/17/21 1:00,23.35,18.74,14.77,24.1,29.1,80.9,25.5,Hines_RecordCrossing
6/17/21 1:00,12.86,28.72,11.7,14.58,29.82,71.9,24.2,Inwood_UTSW
6/17/21 2:00,7.15,33.58,31.94,59.45,29.91,76.4,25.3,Hines_MedicalDistrictDrive
6/17/21 2:00,25.31,12.39,18.35,48.69,28.5,84.2,25.6,Hines_RecordCrossing
6/17/21 2:00,17.22,17.53,12.01,16.22,28.4,79.3,24.5,Inwood_UTSW
6/17/21 3:00,6.11,28.65,34,63.31,29.76,76.4,25.2,Hines_MedicalDistrictDrive
6/17/21 3:00,35.2,4.06,14.22,35.4,27.63,90.2,25.9,Hines_RecordCrossing
6/17/21 3:00,25.11,7.08,9.49,11.98,27.62,82.5,24.4,Inwood_UTSW
6/17/21 5:00,9.28,20.47,34.03,64.01,28.5,87.4,26.2,Hines_MedicalDistrictDrive
6/17/21 5:00,31.67,1.14,11.5,18.22,26.8,93.4,25.6,Hines_RecordCrossing
6/17/21 5:00,29.24,0.02,10.59,14.99,26.69,91.4,25.2,Inwood_UTSW
6/17/21 7:00,17.3,15.58,39.21,69.89,30.58,84.9,27.7,Hines_MedicalDistrictDrive
6/17/21 7:00,34.51,0.8,11.75,27,27.4,95.8,26.7,Hines_RecordCrossing
6/17/21 7:00,31.27,0,10.44,13.94,27.82,92.2,26.4,Inwood_UTSW
6/17/21 8:00,16.82,21.44,37.26,65.63,31.4,78.3,27.2,Hines_MedicalDistrictDrive
6/17/21 8:00,43.84,2.46,12.53,20.99,29.83,86,27.2,Hines_RecordCrossing
6/17/21 8:00,29.8,5.87,11.87,15.18,29.89,81.1,26.3,Inwood_UTSW
6/17/21 9:00,28.72,26.16,40.11,69.86,33.41,70.6,27.3,Hines_MedicalDistrictDrive
6/17/21 10:00,38.63,31.91,40.59,69.84,35.08,64,27.2,Hines_MedicalDistrictDrive
6/17/21 10:00,58.04,23.81,17.66,32.97,33.33,68.7,26.8,Hines_RecordCrossing
6/17/21 10:00,21.21,33.77,14.76,18.86,33.12,64.4,25.5,Inwood_UTSW
6/17/21 11:00,42.12,44.21,35.7,62.83,36,58.8,26.7,Hines_MedicalDistrictDrive
6/17/21 11:00,57.78,36.62,16.01,25.01,33.8,62,25.5,Hines_RecordCrossing
6/17/21 11:00,15.79,49.24,12.66,15.25,34.48,56.1,24.5,Inwood_UTSW
6/17/21 12:00,48.94,53.13,34.12,61.03,36.4,53.2,25.3,Hines_MedicalDistrictDrive
6/17/21 12:00,66.07,43.29,14.37,22.69,36.28,57.7,26.6,Hines_RecordCrossing
6/17/21 12:00,11.77,60.28,10.76,13.23,35.83,50.9,24.1,Inwood_UTSW
6/17/21 13:00,52.69,54.89,28.3,57.94,39.89,45.9,26,Hines_MedicalDistrictDrive
6/17/21 13:00,70.16,44.99,11.98,21.82,36.62,50.6,24.7,Hines_RecordCrossing
6/17/21 13:00,8.8,66.67,8.2,11.22,37.29,45.1,23.4,Inwood_UTSW
6/17/21 14:00,56.98,60.39,29.01,58.67,40.13,46.9,26.6,Hines_MedicalDistrictDrive
6/17/21 14:00,76.44,50.14,12.17,19.66,37.57,50.6,25.6,Hines_RecordCrossing
6/17/21 14:00,7.16,74.37,9,12.03,38.52,44.1,24.1,Inwood_UTSW
6/17/21 15:00,65.91,63.3,31.59,60.72,37.58,51.1,25.7,Hines_MedicalDistrictDrive
6/17/21 15:00,86.12,52.67,13,21.25,37.1,51.1,25.3,Hines_RecordCrossing
6/17/21 15:00,7.69,78.94,9.96,13.16,36.72,45.2,22.9,Inwood_UTSW
6/17/21 16:00,71.43,59.28,27.83,58.74,38.9,47.1,25.6,Hines_MedicalDistrictDrive
6/17/21 16:00,80.11,50.09,11.46,19.22,39.4,47.4,26.1,Hines_RecordCrossing
6/17/21 16:00,7.07,76.47,8.5,12.08,38.42,42.3,23.4,Inwood_UTSW
6/17/21 17:00,59.85,57.17,24.07,56.9,38.47,44.7,24.3,Hines_MedicalDistrictDrive
6/17/21 17:00,76.75,46.43,9.43,17.21,38.88,46,25.2,Hines_RecordCrossing
6/17/21 17:00,7.88,70.26,6.66,10.82,38.56,39.5,22.3,Inwood_UTSW
6/17/21 18:00,50.43,53.04,20.91,55.25,38.41,47.5,25.3,Hines_MedicalDistrictDrive
6/17/21 18:00,58.18,42.88,7.14,14.27,38.85,45.3,24.9,Hines_RecordCrossing
6/17/21 19:00,45.78,52.24,20.83,55.09,37,48.8,24.4,Hines_MedicalDistrictDrive
6/17/21 19:00,46,42.31,7.37,15.2,35.72,51.7,24.2,Hines_RecordCrossing
6/17/21 19:00,4.26,62.02,5.11,10.77,36.97,43.8,22.6,Inwood_UTSW
6/17/21 20:00,47.82,47.94,20.21,54.8,34.9,57,25.1,Hines_MedicalDistrictDrive
6/17/21 21:00,26.4,44.15,21.43,54.47,33.39,65,25.9,Hines_MedicalDistrictDrive
6/17/21 22:00,15.65,38.14,25.7,57.56,32.51,66.3,25.4,Hines_MedicalDistrictDrive
6/17/21 22:00,26.26,27.08,9.66,19.22,32,67.1,25.1,Hines_RecordCrossing
6/17/21 22:00,12.62,32.68,7.35,13.07,32.21,62.4,24.1,Inwood_UTSW
6/17/21 23:00,14.5,38.84,36.22,61.16,31.62,73.8,26.4,Hines_MedicalDistrictDrive
6/17/21 23:00,26.33,26.49,14.58,25.72,31.24,73.9,26,Hines_RecordCrossing
6/17/21 23:00,13.16,31.37,11.35,14.71,31.5,68.6,25,Inwood_UTSW
6/18/21 0:00,8.25,36.61,41.91,61.95,30.8,80.6,27.1,Hines_MedicalDistrictDrive
6/18/21 0:00,23.04,21.19,19.38,32.22,30.42,82.6,27.1,Hines_RecordCrossing
6/18/21 0:00,10.56,31.33,16.43,18.83,30.69,75,25.7,Inwood_UTSW
6/18/21 1:00,5.24,36.63,39.81,60.28,29.83,87,27.4,Hines_MedicalDistrictDrive
6/18/21 1:00,21.16,20.41,18.2,28.53,29.7,87.9,27.5,Hines_RecordCrossing
6/18/21 1:00,10.85,28.94,16.39,17.87,29.8,81.5,26.3,Inwood_UTSW
6/18/21 2:00,0.94,34.08,35.89,57.7,28.83,92.1,27.4,Hines_MedicalDistrictDrive
6/18/21 2:00,13.3,21.07,15.66,23.36,28.67,92.5,27.3,Hines_RecordCrossing
6/18/21 2:00,11.5,25.31,15.45,17.37,28.88,88.5,26.8,Inwood_UTSW
6/18/21 3:00,0.15,34.1,32.77,55.58,28.29,92.8,27,Hines_MedicalDistrictDrive
6/18/21 3:00,8.93,26.39,12.76,13.86,28.31,89.1,26.3,Inwood_UTSW
6/18/21 4:00,0,32.48,31.37,55,27.71,93.8,26.6,Hines_MedicalDistrictDrive
6/18/21 4:00,9.77,25.61,11.63,12.4,27.5,91.6,26,Inwood_UTSW
6/18/21 5:00,0.1,31.51,30.32,54.44,27.2,95,26.3,Hines_MedicalDistrictDrive
6/18/21 5:00,11.69,21.02,11.15,11.95,27.23,91.9,25.8,Inwood_UTSW
6/18/21 6:00,0.84,28.27,29.91,54.24,27.02,95.4,26.2,Hines_MedicalDistrictDrive
6/18/21 6:00,15.89,16.34,11.14,12.84,26.62,92.2,25.2,Inwood_UTSW
6/18/21 7:00,5.82,24.66,30.04,55.26,28.38,90.3,26.6,Hines_MedicalDistrictDrive
6/18/21 7:00,18.4,16.63,10.73,13.58,27.02,89.7,25.2,Inwood_UTSW
6/18/21 8:00,5.97,27.71,31.59,56.67,28.67,86.4,26.2,Hines_MedicalDistrictDrive
6/18/21 8:00,20.15,15.55,11.79,14.18,28.88,80.9,25.3,Inwood_UTSW
6/18/21 9:00,9.54,33.64,31.04,57.21,30.17,75.6,25.4,Hines_MedicalDistrictDrive
6/18/21 9:00,11.94,30.61,10.91,13.09,30.17,72.2,24.6,Inwood_UTSW
6/18/21 10:00,21.4,40.37,31.94,58.48,32.36,69.4,26,Hines_MedicalDistrictDrive
6/18/21 10:00,9.21,43.74,11.43,13.38,30.93,67.5,24.2,Inwood_UTSW
6/18/21 11:00,35.57,47.66,36.37,61.04,33.1,67,26.1,Hines_MedicalDistrictDrive
6/18/21 11:00,6.12,57.27,14.71,15.39,34.06,59.4,25,Inwood_UTSW
6/18/21 12:00,37.55,50.02,37.19,60.66,34.38,62.9,26.3,Hines_MedicalDistrictDrive
6/18/21 12:00,7.44,61.6,15.04,15.99,34.33,59.3,25.2,Inwood_UTSW
6/18/21 13:00,42.37,51.8,37.89,61.21,35.72,62.2,27.4,Hines_MedicalDistrictDrive
6/18/21 13:00,8.59,62.79,14.98,16.12,34.22,60.9,25.6,Inwood_UTSW
6/18/21 14:00,41.48,52.3,37.35,61.39,35.9,61.3,27.3,Hines_MedicalDistrictDrive
6/18/21 14:00,9.15,63.39,14.79,16.07,37.34,53.8,26.4,Inwood_UTSW
6/18/21 15:00,41.08,50.39,33.68,59.81,34.87,61.2,26.3,Hines_MedicalDistrictDrive
6/18/21 15:00,8.18,61.53,12.66,14.37,37,51.8,25.5,Inwood_UTSW
6/18/21 16:00,42.63,51.4,31.02,59.55,35.95,58.9,26.6,Hines_MedicalDistrictDrive
6/18/21 16:00,8.08,62.47,11.34,13.66,36.47,53.5,25.5,Inwood_UTSW
6/18/21 17:00,41.44,50.24,28.56,56.43,34.58,61.5,26.1,Hines_MedicalDistrictDrive
6/18/21 17:00,7.2,62.18,9.81,12.09,36.44,52,25,Inwood_UTSW
